Neighborhood_ID,Neighborhood_name,Neighborhood_Lat,Neighborhood_Long,Venue,Venue_Lat,Venue_Long,Venue_Category
Wakefield40.89470517661-73.84720052054902,Wakefield,40.89470517661,-73.84720052054902,Lollipops Gelato,40.894123150205274,-73.84589162362325,Dessert Shop
Wakefield40.89470517661-73.84720052054902,Wakefield,40.89470517661,-73.84720052054902,Ripe Kitchen & Bar,40.898151685683544,-73.83887499584462,Caribbean Restaurant
Wakefield40.89470517661-73.84720052054902,Wakefield,40.89470517661,-73.84720052054902,Ali's Roti Shop,40.89403569556059,-73.8569349369388,Caribbean Restaurant
Wakefield40.89470517661-73.84720052054902,Wakefield,40.89470517661,-73.84720052054902,Carvel Ice Cream,40.890486685759605,-73.84856772568665,Ice Cream Shop
Wakefield40.89470517661-73.84720052054902,Wakefield,40.89470517661,-73.84720052054902,Jimbo's,40.89174013088267,-73.85822584571335,Burger Joint
Wakefield40.89470517661-73.84720052054902,Wakefield,40.89470517661,-73.84720052054902,Rite Aid,40.896649,-73.8448461,Pharmacy
Wakefield40.89470517661-73.84720052054902,Wakefield,40.89470517661,-73.84720052054902,Jackie's West Indian Bakery,40.88928305984094,-73.84330953453158,Caribbean Restaurant
Wakefield40.89470517661-73.84720052054902,Wakefield,40.89470517661,-73.84720052054902,Walgreens,40.896528,-73.8447,Pharmacy
Wakefield40.89470517661-73.84720052054902,Wakefield,40.89470517661,-73.84720052054902,Dunkin',40.8904587811365,-73.84908886747644,Donut Shop
Wakefield40.89470517661-73.84720052054902,Wakefield,40.89470517661,-73.84720052054902,Rite Aid,40.8890623,-73.8429927,Pharmacy
Wakefield40.89470517661-73.84720052054902,Wakefield,40.89470517661,-73.84720052054902,Cooler Runnings Jamaican Restaurant Inc,40.898083,-73.850259,Caribbean Restaurant
Wakefield40.89470517661-73.84720052054902,Wakefield,40.89470517661,-73.84720052054902,SUBWAY,40.89046821651127,-73.8491520209833,Sandwich Place
Wakefield40.89470517661-73.84720052054902,Wakefield,40.89470517661,-73.84720052054902,Walgreens,40.89875681347848,-73.85444551706314,Pharmacy
Wakefield40.89470517661-73.84720052054902,Wakefield,40.89470517661,-73.84720052054902,Shell,40.894187118166535,-73.84586195733382,Gas Station
Wakefield40.89470517661-73.84720052054902,Wakefield,40.89470517661,-73.84720052054902,T-Mobile,40.893263930471456,-73.85722409127993,Mobile Phone Shop
Wakefield40.89470517661-73.84720052054902,Wakefield,40.89470517661,-73.84720052054902,Popeyes Louisiana Kitchen,40.898292,-73.854719,Fried Chicken Joint
Wakefield40.89470517661-73.84720052054902,Wakefield,40.89470517661,-73.84720052054902,Dunkin',40.89838958635662,-73.85464265921001,Donut Shop
Wakefield40.89470517661-73.84720052054902,Wakefield,40.89470517661,-73.84720052054902,Foodtown,40.896418935039556,-73.85564224112738,Supermarket
